subject,catalog_nbr,units_maximum,course_title_long,prereq,hub
CASEN,517,4.0,Drama in Theory and Practice 1: Structure and the Script,"First-Year Writing Seminar (e.g., WR 100 or 120) and by consent of ins tructor, to whom a short play or scene from a play must be submitted d uring the period just before classes begin","Writing-Intensive Course, Aesthetic Exploration, Creativity/Innovation"
CASEN,518,4.0,Linguistic Problems in the Teaching of English as a Foreign Language,consent of instructor,
CASEN,519,4.0,Drama in Theory and Practice 2: Experiments with Character and Form,"CAS WR 100 or WR 120 along with the consent of the instructor, to whom a short play or scene from a play must be submitted during the period just before classes begin","Writing-Intensive Course, Aesthetic Exploration, Creativity/Innovation"
CASEN,520,4.0,Drama in Theory and Practice 3: Adaptation and the Theatre,"consent of instructor, to whom a short play or scene from a play mustb e submitted during the period just before classes begin",
CASEN,521,4.0,Literature of the Middle Ages 1,,
CASEN,522,4.0,Literature of the Middle Ages 2,two previous literature courses or junior or senior standing,
CASEN,523,4.0,Literature of the Renaissance,,
CASEN,524,4.0,Literature of the Renaissance,,
CASEN,525,4.0,Literature of the Seventeenth Century 1,,
CASEN,526,4.0,Literature of the Seventeenth Century II,,
CASEN,527,4.0,Literature of the Eighteenth Century I,,
CASEN,528,4.0,Literature of the Eighteenth Century II,,
CASEN,529,4.0,The Romantic Age I,two previous literature courses or junior or senior standing,
CASEN,530,4.0,The Romantic Age,,
CASEN,531,4.0,Victorian Literature 1,,
CASEN,532,4.0,Victorian Literature 2,,
CASEN,533,4.0,American Literature: Beginnings to 1855,,
CASEN,534,4.0,American Literature: 1855 to 1918,,
CASEN,535,4.0,Twentieth-Century British and Irish Poetry,two previous literature courses or junior or senior standing,
CASEN,536,4.0,Twentieth-Century American Poetry,,
CASEN,537,4.0,Black Thought: Literary and Cultural Criticism in the African Diaspora,two previous literature courses or junior or senior standing,
CASEN,538,4.0,Teaching American Literature,two previous literature courses or junior or senior standing,"Individual in Community, Teamwork/Collaboration"
CASEN,539,4.0,Marxist Cultural Criticism,,
CASEN,540,4.0,Modern British Literature II,,
CASEN,541,4.0,EPIC & ROMANCE,,
CASEN,542,4.0,The Rise of the Novel,two previous literature courses or junior or senior standing,
CASEN,543,4.0,The Nineteenth-Century British Novel,,
CASEN,544,4.0,The Modern British Novel,,
CASEN,545,4.0,The Nineteenth Century American Novel,,
CASEN,546,4.0,The Modern American Novel,two previous literature courses or junior or senior standing; and First-Year Writing Seminar (CASWR 120 or equivalent),"Writing-Intensive Course, Research and Information Literacy"
CASEN,547,4.0,Contemporary American Fiction,,
CASEN,548,4.0,Joyce and After,two previous literature courses or junior or senior standing,
CASEN,551,4.0,English Drama to 1590,,
CASEN,552,4.0,English Drama from 1590 to 1642,,
CASEN,553,4.0,Restoration and Eighteenth-Century Drama,,
CASEN,554,4.0,African American Drama,,
CASEN,556,4.0,Faulkner and After,"First-Year Writing Seminar (CAS WR 120 or equivalent) - Four of Faulkner's major novels in dialogue with works by later authors who explicitly engage his fiction as they establish their own original projects: Toni Morrison, Edwidge Danticat, and Jesmyn Ward",
CASEN,557,4.0,Writing Lives: Biography and Autobiography in England,,
CASEN,558,4.0,Feminist Killjoys & Cynical Queers: Intersectional Theories of Affect,"First-Year Writing Seminar (e.g., CASWR 100 or 120)","Philosophical Inquiry and Life's Meanings, Research and Information Literacy, Writing Intensive"
CASEN,560,4.0,Disability Voices,First-Year Writing Seminar (CAS WR 120 or equivalent) - Disability Studies theory and literature,
CASEN,561,4.0,Chaucer: The Canterbury Tales,,
CASEN,562,4.0,Studies in Asexualities,"First Year Writing Seminar (e.g., WR 100 or WR 120) - Writing intensive seminar that explores asexuality studies as well as various kinds of sexual and romantic absences in contemporary literature, literary analysis, and critical theory with particular attention to race and disability",
CASEN,564,4.0,Studies in Auteur Filmmaking,"First Year Writing Seminar (e.g., CASWR 100 or WR 120) - Intensive study of a single filmmaker or group of filmmakers, paying special attention to theoretical problems of authorship and artistic control","Writing-Intensive Course, Aesthetic Exploration, Research and Information Literacy"
CASEN,565,4.0,Spenser,,
CASEN,566,4.0,Milton,,
CASEN,567,4.0,Freedom and Slavery on the Verge of the U.S. Civil War,,
CASEN,568,4.0,Studies in British Literature,two previous literature courses or junior or senior standing,
CASEN,569,4.0,Film and Media Theory,"First-year Writing Seminar (e.g., CASWR 100 or 120) and CASCI 101, CASCI 102, CASCI 200, or COMFT 250","Writing-Intensive Course, Philosophical Inquiry and Life's Meanings, Research and Information Literacy"
CASEN,570,4.0,Studies in British Literary Movements,First Year Writing Seminar (CASWR 100 or 120 or equivalent.) - Topic varies by semester,"Writing-Intensive Course, Historical Consciousness, Research and Information Literacy"
CASEN,571,4.0,Special Topics in American Literature,,
CASEN,572,4.0,Studies in American Literary Movements,two previous literature courses or junior or senior status,
CASEN,573,4.0,Victorian Poetry,,
CASEN,574,4.0,Studies in Literary Genres,two previous literature courses or junior or senior standing,
CASEN,575,4.0,Studies in Literature and Gender,two previous literature courses or junior or senior standing,
CASEN,576,4.0,Studies in Literature and Gender,,
CASEN,577,4.0,Seventeenth Century and Gender,,
CASEN,578,4.0,Studies in British Writers,,
CASEN,579,4.0,Studies in American Writers,,
CASEN,580,4.0,Studies in American Writers,,
CASEN,581,4.0,Charles Dickens,,
CASEN,582,4.0,Studies in Modern Literature,"junior or senior or graduate standing; First Year Writing Seminar (e.g., CAS EN 120 or WR 100 or WR 120)",
CASEN,583,4.0,Studies in Literature and Ethnicity,two previous literature courses or junior or senior standing,
CASEN,584,4.0,Studies in Literature and Ethnicity,two previous literature courses or junior or senior standing,
CASEN,585,4.0,Contemporary American Poetry,,
CASEN,586,4.0,Studies in Anglophone Literature,two previous literature courses or junior or senior standing; and First-Year Writing (WR 120 or equivalent),"Writing-Intensive Course, Research and Information Literacy"
CASEN,587,4.0,Studies in African American Literature,GRS students only,
CASEN,588,4.0,Studies in African American Literature,two previous literature courses or junior or senior standing,
CASEN,589,4.0,Nineteenth-Century Transatlantic Fiction,,
CASEN,590,4.0,Studies in Comparative Literature,"two previous literature courses or junior or senior standing, - Topic for Spring 2022: Marxist Cultural Criticism",
CASEN,591,4.0,Studies in Literature and Society,,
CASEN,592,4.0,Studies in Literature and Society,junior or senior standing; or two English courses,
CASEN,593,4.0,Studies in Literature and the Arts,two previous literature courses or junior or senior standing,
CASEN,594,4.0,Studies in Literature and the Arts,two previous literature courses or junior or senior standing,
CASEN,595,4.0,Studies in Literary Topics,,
CASEN,596,4.0,Studies in Literary Topics,junior or senior standing,
CASEN,597,4.0,Modern Tragedy,,
CASEN,598,4.0,Contemporary Literature,consent of instructor,
CASEN,599,4.0,Modern Irish Writers,,
CASEN,604,4.0,History of Literary Criticism 1,graduate standing,"Philosophical Inquiry and Life's Meanings, Aesthetic Exploration"
CASEN,606,4.0,History of Literary Criticism II,graduate standing,
CASEN,637,4.0,THINK W ANIMALS,,
CASEN,652,4.0,Asian American Studies: Theory and Methods,graduate standing,"The Individual in Community, Philosophical Inquiry and Life's Meanings"
CASEN,665,4.0,Critical Studies in Literature and Society,graduate standing,
CASEN,666,4.0,Critical Studies in Literature and Society,graduate standing,
CASEN,668,4.0,Critical Studies in British Literature,,
CASEN,670,4.0,CRST BR LIT MVT,,
CASEN,671,4.0,Critical Studies in American Literary Movements,Graduate standing,
CASEN,672,4.0,CRST AM LIT MVT,,
CASEN,673,4.0,Critical Studies in Literary Genres,Graduate standing,
CASEN,674,4.0,Critical Studies in Literary Genres,graduate standing,
CASEN,675,4.0,Critical Studies in Literature and Gender,Graduate standing,
CASEN,676,4.0,Critical Studies in Literature and Gender,graduate standing,
CASEN,677,4.0,Critical Studies: Black Diaspora Theory and Practice,Graduate standing,"The Individual in Community, Aesthetic Exploration, Critical Thinking"
CASEN,678,4.0,CRST BR WRTRS,,
CASEN,679,4.0,Critical Studies in American Writers,graduate standing,
CASEN,680,4.0,Critical Studies of American Writers,Graduate standing,
CASEN,681,4.0,Performative Text and Design,Graduate standing,
CASEN,682,4.0,Critical Studies in Modern Literature,Graduate standing,Philosophical Inquiry and Life's Meanings and Aesthetic Exploration
CASEN,683,4.0,Critical Studies in Literature and Ethnicity,Graduate standing,
CASEN,684,4.0,Critical Studies in Literature and Ethnicity,graduate standing,
CASEN,686,4.0,Studies in Anglophone Literature,Graduate standing,
CASEN,687,4.0,CRST AF-AM LIT,,
CASEN,688,4.0,Critical Studies in African American Literature,two previous literature courses or junior or senior standing,
CASEN,690,4.0,Critical Studies in Comparative Literature,graduate standing,
CASEN,693,4.0,Critical Studies in Literature and the Arts,Graduate standing,"Aesthetic Exploration, Philosophical Inquiry and Life's Meanings, Creativity/Innovation"
CASEN,694,4.0,A1 Critical Studies in Literature and the Arts,graduate standing,
CASEN,695,4.0,Critical Studies in Literary Topics,graduate standing,
CASEN,696,4.0,Critical Studies in Literary Topics,graduate standing,
CASEN,697,4.0,Critical Studies in Literature and Philosophy,Graduate standing,"Aesthetic Exploration, Philosophical Inquiry and Life's Meanings, Critical Thinking"
CASEN,698,4.0,Critical Studies in Contemporary Literature,graduate standing,
CASEN,700,4.0,Structure and the Contemporary Script,,
CASEN,701,4.0,Writing and Research for Graduate Students,for English graduate students in their first semester of coursework,
CASEN,705,4.0,Seminar: The Writing of Plays 1,"consent of instructor, to whom one act or a full-length play must be s ubmitted in the period just before classes begin",
CASEN,706,4.0,Seminar: The Writing of Plays 2,"consent of instructor, to whom one act or a full-length play must be s ubmitted during the period just before classes begin",
CASEN,716,4.0,Sonnet,Graduate standing,
CASEN,717,4.0,Before Class: Early Modern Distinctions,,
CASEN,720,4.0,Dramatic Theory and its Foundations,,
CASEN,721,4.0,Three Big Books: Uncle Tom's Cabin; Moby Dick; Bleak House,,
CASEN,722,4.0,Medieval Performance,graduate standing,
CASEN,723,4.0,(In)subordination and Early Modern English Literature,Graduate standing,
CASEN,724,4.0,Old Age in Early Modern Literature,,
CASEN,725,4.0,Poems for Men: English Secular Lyric of the Seventeenth Century,Graduate standing,
CASEN,726,4.0,States of Exception: Seventeenth-Century Women's Writing and Violence,Graduate standing,
CASEN,727,4.0,Restoration and Eighteenth-Century Poetry,,
CASEN,728,4.0,Studies in Medieval Literature and Culture,,
CASEN,729,4.0,The Shelley-Byron Circle,,
CASEN,730,4.0,Modern Long Poem,Graduate standing,
CASEN,731,4.0,Global Romanticism,Graduate standing,
CASEN,732,4.0,"Transatlantic Literature and the History of Print, 1700-1900",graduate standing,
CASEN,733,4.0,American Enlightenment,,
CASEN,734,4.0,Social Difference and the Rise of Corporate Capitalism in American Literature,Graduate standing,
CASEN,735,4.0,The Satanic School: Byron and the Shelleys Unbound,,
CASEN,736,4.0,Race and Reunion,,
CASEN,738,4.0,Special Topics: Race and Literature,Graduate standing,
CASEN,740,4.0,"Science, Technology, Media: Race and Contemporary Criticism",Graduate standing,
CASEN,741,4.0,"Money and Marriage in American Fiction, 1796-1925",Graduate standing,
CASEN,742,4.0,"Knowing, Feeling, and Judging",Graduate standing,
CASEN,743,4.0,Narrative and Literary Conceptions of Time,Graduate standing,
CASEN,744,4.0,Nineteenth-Century British Novels,Graduate standing,
CASEN,745,4.0,Accounting for Literature in 19th-Century America and Britain,Graduate standing,
CASEN,746,4.0,1950's America,,
CASEN,747,4.0,Topics in British Literature,Graduate standing,
CASEN,749,4.0,Environmental Humanities,Graduate standing,
CASEN,751,4.0,Accounting for Literature in 19th-Century America and Britain,,
CASEN,752,4.0,Staging Gender on the Early-Modern Stage,Graduate standing,
CASEN,753,4.0,"Race and Cosmopolitanism in American Literature, 1875-1975",,
CASEN,754,4.0,1950's America,Graduate standing,
CASEN,755,4.0,Charles Dickens and George Eliot,,
CASEN,757,4.0,Faulkner and Modernist Studies,Graduate standing,
CASEN,763,4.0,History of the English Play,,
CASEN,766,4.0,Milton Now,,
CASEN,767,4.0,Topics in American Literature,Graduate standing,
CASEN,771,4.0,The Novel in Theory and History,Graduate standing,
CASEN,772,4.0,Gothic Narratives of the Long Nineteenth Century,,
CASEN,773,4.0,Race and Genre in Interwar American Crime Fiction,Graduate Standing,
CASEN,774,4.0,"Lecture-Performances, Poetic Essays, and Other Generic Monsters",Graduate standing,
CASEN,775,4.0,Theories of Gender and Sexuality,Graduate standing,
CASEN,776,4.0,Stevens and Auden: Rhetoric and Poetry,,
